file,status,rows,schema_ok,missing_columns,extra_columns,null_symbol,null_element,null_value,period_consistent,unique_periods,output_file,error
360ONE_2024_2025.csv,WARNING,2065,True,,,0,0,41,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,360ONE_2024_2025_clean.csv,
ABFRL_2024_2025.csv,WARNING,2026,True,,,0,0,1,False,2022-04-01 to 2021-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ABFRL_2024_2025_clean.csv,
ABREL_2024_2025.csv,WARNING,2293,True,,,0,0,10,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ABREL_2024_2025_clean.csv,
ABSLAMC_2024_2025.csv,WARNING,1642,True,,,0,0,23,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ABSLAMC_2024_2025_clean.csv,
ACCELYA_2024_2025.csv,WARNING,1696,True,,,0,0,1,False,2022-07-01 to 2023-06-30 | 2023-07-01 to 2024-06-30 | 2024-06-30 | 2024-07-01 to 2025-06-30 | 2025-06-30,ACCELYA_2024_2025_clean.csv,
ACC_2024_2025.csv,WARNING,2161,True,,,0,0,75,False,2022-01-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ACC_2024_2025_clean.csv,
ACE_2024_2025.csv,WARNING,1499,True,,,0,0,3,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ACE_2024_2025_clean.csv,
ACI_2024_2025.csv,WARNING,1564,True,,,0,0,12,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ACI_2024_2025_clean.csv,
ACLGATI_2024_2025.csv,WARNING,1553,True,,,0,0,36,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ACLGATI_2024_2025_clean.csv,
ACUTAAS_2024_2025.csv,WARNING,1681,True,,,0,0,19,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ACUTAAS_2024_2025_clean.csv,
ADANIENSOL_2024_2025.csv,WARNING,3020,True,,,0,0,10,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ADANIENSOL_2024_2025_clean.csv,
ADANIENT_2024_2025.csv,WARNING,1968,True,,,0,0,24,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ADANIENT_2024_2025_clean.csv,
ADANIGREEN_2024_2025.csv,WARNING,3103,True,,,0,0,43,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ADANIGREEN_2024_2025_clean.csv,
ADANIPORTS_2024_2025.csv,WARNING,3065,True,,,0,0,15,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ADANIPORTS_2024_2025_clean.csv,
ADANIPOWER_2024_2025.csv,WARNING,2308,True,,,0,0,15,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ADANIPOWER_2024_2025_clean.csv,
ADFFOODS_2024_2025.csv,WARNING,1549,True,,,0,0,0,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ADFFOODS_2024_2025_clean.csv,
ADOR_2024_2025.csv,WARNING,1654,True,,,0,0,21,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ADOR_2024_2025_clean.csv,
ADVENZYMES_2024_2025.csv,WARNING,1756,True,,,0,0,23,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ADVENZYMES_2024_2025_clean.csv,
AEGISLOG_2024_2025.csv,WARNING,1691,True,,,0,0,36,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AEGISLOG_2024_2025_clean.csv,
AETHER_2024_2025.csv,WARNING,1646,True,,,0,0,4,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AETHER_2024_2025_clean.csv,
AFCONS_2024_2025.csv,WARNING,1831,True,,,0,0,2,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AFCONS_2024_2025_clean.csv,
AFFLE_2024_2025.csv,WARNING,1525,True,,,0,0,32,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AFFLE_2024_2025_clean.csv,
AFSL_2024_2025.csv,WARNING,1618,True,,,0,0,35,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AFSL_2024_2025_clean.csv,
AGARIND_2024_2025.csv,WARNING,1454,True,,,0,0,45,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AGARIND_2024_2025_clean.csv,
AGI_2024_2025.csv,WARNING,1824,True,,,0,0,1,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AGI_2024_2025_clean.csv,
AHLUCONT_2024_2025.csv,WARNING,1528,True,,,0,0,13,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AHLUCONT_2024_2025_clean.csv,
AIAENG_2024_2025.csv,WARNING,1973,True,,,0,0,47,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AIAENG_2024_2025_clean.csv,
AIIL_2024_2025.csv,WARNING,1478,True,,,0,0,28,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AIIL_2024_2025_clean.csv,
AJANTPHARM_2024_2025.csv,WARNING,2438,True,,,0,0,176,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AJANTPHARM_2024_2025_clean.csv,
AJMERA_2024_2025.csv,WARNING,1762,True,,,0,0,19,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AJMERA_2024_2025_clean.csv,
AKUMS_2024_2025.csv,WARNING,1797,True,,,0,0,45,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AKUMS_2024_2025_clean.csv,
AKZOINDIA_2024_2025.csv,WARNING,1613,True,,,0,0,6,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AKZOINDIA_2024_2025_clean.csv,
ALEMBICLTD_2024_2025.csv,WARNING,1513,True,,,0,0,28,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ALEMBICLTD_2024_2025_clean.csv,
ALICON_2024_2025.csv,WARNING,1596,True,,,0,0,2,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ALICON_2024_2025_clean.csv,
ALIVUS_2024_2025.csv,WARNING,1852,True,,,0,0,4,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ALIVUS_2024_2025_clean.csv,
ALKEM_2024_2025.csv,WARNING,2108,True,,,0,0,0,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ALKEM_2024_2025_clean.csv,
ALKYLAMINE_2024_2025.csv,WARNING,1668,True,,,0,0,18,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ALKYLAMINE_2024_2025_clean.csv,
ALLCARGO_2024_2025.csv,WARNING,2421,True,,,0,0,67,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ALLCARGO_2024_2025_clean.csv,
ALLDIGI_2024_2025.csv,WARNING,1503,True,,,0,0,14,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ALLDIGI_2024_2025_clean.csv,
ALOKINDS_2024_2025.csv,WARNING,1550,True,,,0,0,8,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ALOKINDS_2024_2025_clean.csv,
AMBER_2024_2025.csv,WARNING,1883,True,,,0,0,66,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AMBER_2024_2025_clean.csv,
AMBIKCO_2024_2025.csv,WARNING,1445,True,,,0,0,1,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AMBIKCO_2024_2025_clean.csv,
AMBUJACEM_2024_2025.csv,WARNING,2150,True,,,0,0,62,False,2022-01-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AMBUJACEM_2024_2025_clean.csv,
AMNPLST_2024_2025.csv,WARNING,1573,True,,,0,0,2,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AMNPLST_2024_2025_clean.csv,
AMRUTANJAN_2024_2025.csv,WARNING,1626,True,,,0,0,9,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AMRUTANJAN_2024_2025_clean.csv,
ANANDRATHI_2024_2025.csv,WARNING,1553,True,,,0,0,42,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ANANDRATHI_2024_2025_clean.csv,
ANANTRAJ_2024_2025.csv,WARNING,1711,True,,,0,0,12,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ANANTRAJ_2024_2025_clean.csv,
ANDHRAPAP_2024_2025.csv,WARNING,1776,True,,,0,0,3,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ANDHRAPAP_2024_2025_clean.csv,
ANDHRSUGAR_2024_2025.csv,WARNING,1559,True,,,0,0,33,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ANDHRSUGAR_2024_2025_clean.csv,
ANGELONE_2024_2025.csv,WARNING,1903,True,,,0,0,9,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ANGELONE_2024_2025_clean.csv,
ANUP_2024_2025.csv,WARNING,1584,True,,,0,0,33,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ANUP_2024_2025_clean.csv,
ANURAS_2024_2025.csv,WARNING,2029,True,,,0,0,37,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ANURAS_2024_2025_clean.csv,
APARINDS_2024_2025.csv,WARNING,2041,True,,,0,0,40,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APARINDS_2024_2025_clean.csv,
APCL_2024_2025.csv,WARNING,1605,True,,,0,0,18,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APCL_2024_2025_clean.csv,
APCOTEXIND_2024_2025.csv,WARNING,1685,True,,,0,0,42,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APCOTEXIND_2024_2025_clean.csv,
APEX_2024_2025.csv,WARNING,1528,True,,,0,24,62,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APEX_2024_2025_clean.csv,
APLAPOLLO_2024_2025.csv,WARNING,2073,True,,,0,0,10,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APLAPOLLO_2024_2025_clean.csv,
APLLTD_2024_2025.csv,WARNING,1935,True,,,0,0,32,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APLLTD_2024_2025_clean.csv,
APOLLOHOSP_2024_2025.csv,WARNING,2007,True,,,0,0,40,False,2022-01-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APOLLOHOSP_2024_2025_clean.csv,
APOLLOPIPE_2024_2025.csv,WARNING,1619,True,,,0,0,35,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APOLLOPIPE_2024_2025_clean.csv,
APOLLOTYRE_2024_2025.csv,WARNING,2185,True,,,0,0,14,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APOLLOTYRE_2024_2025_clean.csv,
APOLLO_2024_2025.csv,WARNING,1426,True,,,0,0,19,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APOLLO_2024_2025_clean.csv,
APTECHT_2024_2025.csv,WARNING,1562,True,,,0,0,38,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APTECHT_2024_2025_clean.csv,
APTUS_2024_2025.csv,WARNING,1559,True,,,0,0,19,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,APTUS_2024_2025_clean.csv,
ARE&M_2024_2025.csv,WARNING,2090,True,,,0,0,37,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ARE&M_2024_2025_clean.csv,
ARIHANTCAP_2024_2025.csv,WARNING,1860,True,,,0,0,35,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ARIHANTCAP_2024_2025_clean.csv,
ARMANFIN_2024_2025.csv,WARNING,1488,True,,,0,0,34,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ARMANFIN_2024_2025_clean.csv,
ARTEMISMED_2024_2025.csv,WARNING,1646,True,,,0,0,15,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ARTEMISMED_2024_2025_clean.csv,
ARVINDFASN_2024_2025.csv,WARNING,1547,True,,,0,0,21,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ARVINDFASN_2024_2025_clean.csv,
ARVIND_2024_2025.csv,WARNING,2064,True,,,0,0,3,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ARVIND_2024_2025_clean.csv,
ARVSMART_2024_2025.csv,WARNING,1785,True,,,0,0,62,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ARVSMART_2024_2025_clean.csv,
ASAHIINDIA_2024_2025.csv,WARNING,1764,True,,,0,0,12,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASAHIINDIA_2024_2025_clean.csv,
ASAL_2024_2025.csv,WARNING,1576,True,,,0,0,27,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASAL_2024_2025_clean.csv,
ASHAPURMIN_2024_2025.csv,WARNING,1869,True,,,0,0,60,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASHAPURMIN_2024_2025_clean.csv,
ASHIANA_2024_2025.csv,WARNING,1461,True,,,0,0,12,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASHIANA_2024_2025_clean.csv,
ASHOKA_2024_2025.csv,WARNING,2083,True,,,0,0,116,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASHOKA_2024_2025_clean.csv,
ASHOKLEY_2024_2025.csv,WARNING,2268,True,,,0,0,6,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASHOKLEY_2024_2025_clean.csv,
ASIANPAINT_2024_2025.csv,WARNING,2355,True,,,0,0,178,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASIANPAINT_2024_2025_clean.csv,
ASKAUTOLTD_2024_2025.csv,WARNING,1688,True,,,0,0,57,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASKAUTOLTD_2024_2025_clean.csv,
ASTEC_2024_2025.csv,WARNING,1486,True,,,0,0,0,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASTEC_2024_2025_clean.csv,
ASTERDM_2024_2025.csv,WARNING,1816,True,,,0,0,35,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASTERDM_2024_2025_clean.csv,
ASTRAL_2024_2025.csv,WARNING,1965,True,,,0,0,31,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASTRAL_2024_2025_clean.csv,
ASTRAMICRO_2024_2025.csv,WARNING,1600,True,,,0,0,19,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASTRAMICRO_2024_2025_clean.csv,
ASTRAZEN_2024_2025.csv,WARNING,1546,True,,,0,0,14,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ASTRAZEN_2024_2025_clean.csv,
ATGL_2024_2025.csv,WARNING,1796,True,,,0,0,53,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ATGL_2024_2025_clean.csv,
ATUL_2024_2025.csv,WARNING,2360,True,,,0,0,2,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,ATUL_2024_2025_clean.csv,
AUBANK_2024_2025.csv,WARNING,1899,True,,,0,0,25,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AUBANK_2024_2025_clean.csv,
AURIONPRO_2024_2025.csv,WARNING,1760,True,,,0,0,8,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AURIONPRO_2024_2025_clean.csv,
AUROPHARMA_2024_2025.csv,WARNING,2468,True,,,0,0,4,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AUROPHARMA_2024_2025_clean.csv,
AUTOAXLES_2024_2025.csv,WARNING,1669,True,,,0,0,12,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AUTOAXLES_2024_2025_clean.csv,
AUTOIND_2024_2025.csv,WARNING,1545,True,,,0,0,19,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AUTOIND_2024_2025_clean.csv,
AVADHSUGAR_2024_2025.csv,WARNING,1724,True,,,0,0,75,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AVADHSUGAR_2024_2025_clean.csv,
AVALON_2024_2025.csv,WARNING,1457,True,,,0,0,18,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AVALON_2024_2025_clean.csv,
AVANTEL_2024_2025.csv,WARNING,1392,True,,,0,0,27,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AVANTEL_2024_2025_clean.csv,
AVANTIFEED_2024_2025.csv,WARNING,2014,True,,,0,0,130,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AVANTIFEED_2024_2025_clean.csv,
AVL_2024_2025.csv,WARNING,1310,True,,,0,0,27,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AVL_2024_2025_clean.csv,
AVTNPL_2024_2025.csv,WARNING,1711,True,,,0,0,7,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AVTNPL_2024_2025_clean.csv,
AWHCL_2024_2025.csv,WARNING,1628,True,,,0,0,29,False,2022-04-01 to 2023-03-31 | 2023-04-01 to 2024-03-31 | 2024-03-31 | 2024-04-01 to 2025-03-31 | 2025-03-31,AWHCL_2024_2025_clean.csv,
